ip,duration,trans_protocol,app_protocol,send_bytes,recv_bytes,t_same_main_engine,t_same_server,t_same_server_rate,t_diff_server_rate,t_diff_main_engine_rate,t_same_main_engine_2,t_same_server_2,t_same_server_rate_2,t_diff_server_rate_2,t_diff_main_engine_rate_2,same_main_engine,same_server,same_server_rate,diff_server_rate,same_src_rate,diff_src_rate,std,mean,send_rst_flag_rate
192.168.89.10,93790,TCP,HTTP,483,531,21,37,1.0,0.0,0.43,21,32,1.0,0.0,0.34,45,45,1.0,0.0,0.02,0.98,1228.24333025573,822.998001998002,0.51548
192.168.89.10,55893,TCP,HTTP,483,532,22,38,1.0,0.0,0.42,22,33,1.0,0.0,0.33,45,45,1.0,0.0,0.02,0.98,1228.2591364500195,822.9350649350649,0.51648
192.168.89.22,892083,TCP,HTTP,472,527,8,39,1.0,0.0,0.79,7,33,1.0,0.0,0.79,21,21,1.0,0.0,0.05,0.95,1228.2591364500195,822.9350649350649,0.51648
192.168.89.22,8810230,TCP,HTTP,537,2207,9,40,1.0,0.0,0.78,8,34,1.0,0.0,0.76,21,21,1.0,0.0,0.05,0.95,1228.2453908478474,822.989010989011,0.51548
192.168.89.22,9279704,TCP,HTTP,537,2208,10,42,1.0,0.0,0.76,9,36,1.0,0.0,0.75,20,20,1.0,0.0,0.05,0.95,1228.2316427224396,823.042957042957,0.51449
192.168.89.22,9390964,TCP,HTTP,537,2207,11,43,1.0,0.0,0.74,10,37,1.0,0.0,0.73,21,21,1.0,0.0,0.05,0.95,1228.217892073711,823.0969030969031,0.51349
192.168.89.30,10977904,TCP,HTTP,128,128,1,44,1.0,0.0,0.98,1,38,1.0,0.0,0.97,1,1,1.0,0.0,1.0,0.0,1228.3479359488697,822.8061938061938,0.51249
192.168.89.30,10977993,TCP,HTTP,128,128,2,45,1.0,0.0,0.96,2,39,1.0,0.0,0.95,2,2,1.0,0.0,0.5,0.5,1228.4778972638962,822.5154845154846,0.51149
192.168.89.22,257403,TCP,HTTP,472,527,12,46,1.0,0.0,0.74,11,40,1.0,0.0,0.72,20,20,1.0,0.0,0.05,0.95,1228.4616467537326,822.5684315684316,0.51149
192.168.89.22,9593588,TCP,HTTP,537,2207,13,47,1.0,0.0,0.72,12,41,1.0,0.0,0.71,20,20,1.0,0.0,0.05,0.95,1228.428576163776,822.6863136863137,0.51049
192.168.89.22,184433,TCP,HTTP,472,527,14,47,1.0,0.0,0.7,12,39,1.0,0.0,0.69,21,21,1.0,0.0,0.05,0.95,1228.4123176380674,822.7392607392608,0.51049
192.168.89.22,9255049,TCP,HTTP,537,2207,15,48,1.0,0.0,0.69,13,40,1.0,0.0,0.68,22,22,1.0,0.0,0.05,0.95,1228.310224289371,823.0299700299701,0.51049
192.168.89.22,9692328,TCP,HTTP,537,2207,16,49,1.0,0.0,0.67,14,41,1.0,0.0,0.66,22,22,1.0,0.0,0.05,0.95,1228.1127933559515,823.4965034965035,0.50949
117.184.34.196,197974,TCP,HTTPS,1634,7233,1,5,1.0,0.0,0.8,1,5,1.0,0.0,0.8,1,1,1.0,0.0,1.0,0.0,1228.3481526426515,824.5834165834166,0.50949
39.106.123.113,234234,TCP,HTTPS,1740,6375,1,6,1.0,0.0,0.83,1,6,1.0,0.0,0.83,1,1,1.0,0.0,1.0,0.0,1228.6407916514838,825.8391608391609,0.50849
183.232.23.240,135205,TCP,HTTPS,1403,3106,2,7,1.0,0.0,0.71,2,7,1.0,0.0,0.71,2,2,1.0,0.0,0.5,0.5,1228.6389881538894,826.995004995005,0.50949
192.168.93.30,3417,TCP,HTTP,546,595,4,50,1.0,0.0,0.92,1,42,1.0,0.0,0.98,11,11,1.0,0.0,0.09,0.91,1228.6389881538892,826.995004995005,0.50949
192.168.89.22,409775,TCP,HTTP,472,527,17,51,1.0,0.0,0.67,15,43,1.0,0.0,0.65,21,21,1.0,0.0,0.05,0.95,1228.6389881538894,826.995004995005,0.50949
192.168.93.30,19216,TCP,HTTP,546,595,5,52,1.0,0.0,0.9,2,44,1.0,0.0,0.95,11,11,1.0,0.0,0.09,0.91,1228.6229788731553,827.0579420579421,0.50849
192.168.89.22,710552,TCP,HTTP,472,527,18,53,1.0,0.0,0.66,16,45,1.0,0.0,0.64,22,22,1.0,0.0,0.05,0.95,1228.62610532518,827.046953046953,0.50849
192.168.89.10,72219,TCP,HTTP,483,531,24,54,1.0,0.0,0.56,23,46,1.0,0.0,0.5,44,44,1.0,0.0,0.02,0.98,1228.62610532518,827.046953046953,0.50849
192.168.91.103,192,TCP,OTHER,78,64,1,1,1.0,0.0,0.0,1,1,1.0,0.0,0.0,1,1,1.0,0.0,1.0,0.0,1228.8060073747506,826.6423576423576,0.50849
192.168.89.22,109853,TCP,HTTP,472,527,19,54,1.0,0.0,0.65,17,47,1.0,0.0,0.64,23,23,1.0,0.0,0.04,0.96,1228.8091296446032,826.6313686313687,0.50849
192.168.89.22,11309,TCP,HTTP,472,527,20,55,1.0,0.0,0.64,18,48,1.0,0.0,0.62,24,24,1.0,0.0,0.04,0.96,1228.81225180825,826.6203796203796,0.50849
192.168.89.10,85297,TCP,HTTP,483,531,25,54,1.0,0.0,0.54,24,49,1.0,0.0,0.51,42,42,1.0,0.0,0.02,0.98,1228.81225180825,826.6203796203796,0.50849
39.156.66.14,1077467,TCP,HTTP,246,198,1,55,1.0,0.0,0.98,1,50,1.0,0.0,0.98,2,1,0.5,0.5,0.5,0.5,1228.9172366304617,826.3206793206793,0.50849
223.109.146.161,209105,TCP,HTTPS,2184,6723,1,8,1.0,0.0,0.88,1,7,1.0,0.0,0.86,1,1,1.0,0.0,1.0,0.0,1229.6171709980251,828.01998001998,0.50749
192.168.89.22,9732833,TCP,HTTP,537,2207,21,56,1.0,0.0,0.62,19,51,1.0,0.0,0.63,25,25,1.0,0.0,0.04,0.96,1229.6032174880697,828.073926073926,0.50649
192.168.89.10,7442,TCP,HTTP,483,531,26,57,1.0,0.0,0.54,25,51,1.0,0.0,0.51,39,39,1.0,0.0,0.03,0.97,1229.6032174880697,828.073926073926,0.50649
192.168.93.30,3221,TCP,HTTP,546,595,5,58,1.0,0.0,0.91,3,52,1.0,0.0,0.94,11,11,1.0,0.0,0.09,0.91,1229.5871655365056,828.1368631368631,0.50549
192.168.89.22,174171,TCP,HTTP,472,527,22,59,1.0,0.0,0.63,19,49,1.0,0.0,0.61,26,26,1.0,0.0,0.04,0.96,1229.6351037055595,827.6883116883117,0.50549
39.156.66.18,78209,TCP,OTHER,246,198,1,2,1.0,0.0,0.5,1,2,1.0,0.0,0.5,1,1,1.0,0.0,1.0,0.0,1229.7242634574484,827.4515484515484,0.5045
192.168.89.22,305854,TCP,HTTP,472,527,23,60,1.0,0.0,0.62,19,47,1.0,0.0,0.6,27,27,1.0,0.0,0.04,0.96,1229.7078168877579,827.5044955044955,0.5045
192.168.89.22,277007,TCP,HTTP,472,527,24,61,1.0,0.0,0.61,20,47,1.0,0.0,0.57,28,28,1.0,0.0,0.04,0.96,1229.6913678183507,827.5574425574425,0.5045
192.168.89.22,9395191,TCP,HTTP,537,2207,25,62,1.0,0.0,0.6,21,39,1.0,0.0,0.46,28,28,1.0,0.0,0.04,0.96,1229.6578520252988,827.6753246753246,0.5035
192.168.93.30,26298,TCP,HTTP,546,595,6,63,1.0,0.0,0.9,4,33,1.0,0.0,0.88,12,12,1.0,0.0,0.08,0.92,1229.622230607905,827.8021978021978,0.5025
192.168.118.20,209,TCP,OTHER,78,64,1,3,1.0,0.0,0.67,1,3,1.0,0.0,0.67,1,1,1.0,0.0,1.0,0.0,1229.4811124212495,826.1018981018981,0.5035
192.168.89.22,9311,TCP,HTTP,472,527,26,64,1.0,0.0,0.59,20,33,1.0,0.0,0.39,30,30,1.0,0.0,0.03,0.97,1229.448326523579,826.2077922077922,0.5035
192.168.93.30,3115,TCP,HTTP,546,595,7,65,1.0,0.0,0.89,5,34,1.0,0.0,0.85,13,13,1.0,0.0,0.08,0.92,1229.4128504819616,826.3346653346654,0.5025
192.168.89.22,10588,TCP,HTTP,472,527,27,65,1.0,0.0,0.58,21,33,1.0,0.0,0.36,31,31,1.0,0.0,0.03,0.97,1229.3964478476473,826.3876123876124,0.5025
192.168.89.22,8756895,TCP,HTTP,537,2207,28,66,1.0,0.0,0.58,20,32,1.0,0.0,0.38,32,32,1.0,0.0,0.03,0.97,1229.4324707041687,826.3326673326674,0.5005
192.168.89.22,9333791,TCP,HTTP,537,2207,28,64,1.0,0.0,0.56,10,16,1.0,0.0,0.38,33,33,1.0,0.0,0.03,0.97,1229.399065291843,826.4505494505495,0.4995
111.62.39.252,28662022,TCP,HTTPS,1660,6761,1,5,1.0,0.0,0.8,1,1,1.0,0.0,0.0,1,1,1.0,0.0,1.0,0.0,1229.6132665235818,827.6903096903097,0.4995
192.168.89.22,8594492,TCP,HTTP,537,2207,27,56,1.0,0.0,0.52,7,9,1.0,0.0,0.22,34,34,1.0,0.0,0.03,0.97,1229.5797358634295,827.8081918081919,0.4985
117.147.199.51,4165496,TCP,HTTPS,1328,855,1,6,1.0,0.0,0.83,1,2,1.0,0.0,0.5,1,1,1.0,0.0,1.0,0.0,1229.6327834905624,828.6523476523477,0.4985
192.168.89.22,8579346,TCP,HTTP,537,2207,26,41,1.0,0.0,0.37,7,9,1.0,0.0,0.22,34,34,1.0,0.0,0.03,0.97,1229.6188024144305,828.7062937062936,0.4975
192.168.89.22,9688968,TCP,HTTP,537,2207,26,40,1.0,0.0,0.35,7,8,1.0,0.0,0.12,34,34,1.0,0.0,0.03,0.97,1229.5851745013808,828.8241758241758,0.4965
183.192.205.206,14498898,TCP,OTHER,180,198,1,5,1.0,0.0,0.8,1,2,1.0,0.0,0.5,1,1,1.0,0.0,1.0,0.0,1229.6879313624715,828.5854145854146,0.4955
192.168.89.22,8577774,TCP,HTTP,537,2207,27,41,1.0,0.0,0.34,7,8,1.0,0.0,0.12,35,35,1.0,0.0,0.03,0.97,1229.6543169281279,828.7032967032967,0.49451
192.168.89.22,9069109,TCP,HTTP,537,2207,15,21,1.0,0.0,0.29,6,6,1.0,0.0,0.0,36,36,1.0,0.0,0.03,0.97,1229.620690273655,828.8211788211788,0.49351
192.168.89.22,9599063,TCP,HTTP,537,2207,16,22,1.0,0.0,0.27,7,7,1.0,0.0,0.0,36,36,1.0,0.0,0.03,0.97,1229.5870513980503,828.9390609390609,0.49251
192.168.89.22,9039737,TCP,HTTP,537,2207,17,23,1.0,0.0,0.26,8,8,1.0,0.0,0.0,37,37,1.0,0.0,0.03,0.97,1229.5534003003106,829.056943056943,0.49151
192.168.89.22,10031121,TCP,HTTP,537,2207,18,22,1.0,0.0,0.18,8,8,1.0,0.0,0.0,38,38,1.0,0.0,0.03,0.97,1229.5197369794323,829.1748251748252,0.49051
203.119.169.57,29898124,TCP,HTTPS,1929,11727,1,3,1.0,0.0,0.67,1,3,1.0,0.0,0.67,1,1,1.0,0.0,1.0,0.0,1228.0348424982274,828.0709290709291,0.48951
203.119.175.226,29875798,TCP,HTTPS,2704,19368,1,4,1.0,0.0,0.75,1,4,1.0,0.0,0.75,1,1,1.0,0.0,1.0,0.0,1229.3224262036538,830.5324675324675,0.48951
59.82.23.48,29776899,TCP,HTTPS,3544,12296,1,5,1.0,0.0,0.8,1,4,1.0,0.0,0.75,1,1,1.0,0.0,1.0,0.0,1232.0961411225835,832.5194805194806,0.48951
192.168.89.22,9062226,TCP,HTTP,537,2208,12,12,1.0,0.0,0.0,5,5,1.0,0.0,0.0,39,39,1.0,0.0,0.03,0.97,1231.9395374048734,831.5374625374625,0.48951
192.168.89.22,8158853,TCP,HTTP,537,2207,13,13,1.0,0.0,0.0,6,6,1.0,0.0,0.0,40,40,1.0,0.0,0.03,0.97,1231.9254561687396,831.5914085914086,0.48851
192.168.89.22,7814492,TCP,HTTP,537,2207,14,14,1.0,0.0,0.0,7,7,1.0,0.0,0.0,41,41,1.0,0.0,0.02,0.98,1231.7302805478475,832.0499500499501,0.48751
192.168.89.22,7681663,TCP,HTTP,537,2207,14,14,1.0,0.0,0.0,8,8,1.0,0.0,0.0,42,42,1.0,0.0,0.02,0.98,1231.7019698284562,832.1508491508491,0.48751
192.168.89.22,9976646,TCP,HTTP,537,2207,14,14,1.0,0.0,0.0,9,9,1.0,0.0,0.0,43,43,1.0,0.0,0.02,0.98,1231.6878590109382,832.2047952047952,0.48651
192.168.89.22,9920293,TCP,HTTP,537,2207,15,15,1.0,0.0,0.0,10,10,1.0,0.0,0.0,43,43,1.0,0.0,0.02,0.98,1228.53630747527,829.1128871128872,0.48651
192.168.89.22,9132969,TCP,HTTP,537,2207,16,16,1.0,0.0,0.0,11,11,1.0,0.0,0.0,44,44,1.0,0.0,0.02,0.98,1228.5222936978996,829.1668331668332,0.48551
192.168.89.22,11090920,TCP,HTTP,537,2208,17,17,1.0,0.0,0.0,12,12,1.0,0.0,0.0,45,45,1.0,0.0,0.02,0.98,1228.5082773918018,829.2207792207793,0.48452
192.168.89.22,9672362,TCP,HTTP,537,2207,18,18,1.0,0.0,0.0,13,13,1.0,0.0,0.0,46,46,1.0,0.0,0.02,0.98,1228.491111841612,829.2857142857143,0.48352
192.168.89.22,8919951,TCP,HTTP,537,2207,19,19,1.0,0.0,0.0,14,14,1.0,0.0,0.0,47,47,1.0,0.0,0.02,0.98,1228.5257796171968,828.985014985015,0.48352
111.13.25.101,2592704,TCP,HTTPS,3295,5616,1,6,1.0,0.0,0.83,1,4,1.0,0.0,0.75,1,1,1.0,0.0,1.0,0.0,1230.940892785456,831.8051948051948,0.48252
192.168.89.22,7069176,TCP,HTTP,537,2207,19,19,1.0,0.0,0.0,12,12,1.0,0.0,0.0,47,47,1.0,0.0,0.02,0.98,1230.923624822733,831.8701298701299,0.48152
192.168.89.22,9056144,TCP,HTTP,537,2208,20,20,1.0,0.0,0.0,13,13,1.0,0.0,0.0,48,48,1.0,0.0,0.02,0.98,1230.9063531921881,831.9350649350649,0.48052
192.168.89.10,5771415,TCP,HTTP,548,2211,1,21,1.0,0.0,0.95,1,13,1.0,0.0,0.92,26,26,1.0,0.0,0.04,0.96,1230.8864932721463,832.010989010989,0.47952
192.168.89.10,8944260,TCP,HTTP,548,2211,2,22,1.0,0.0,0.91,2,14,1.0,0.0,0.86,27,27,1.0,0.0,0.04,0.96,1230.8697939993451,832.075924075924,0.47852
192.168.89.22,8738113,TCP,HTTP,537,2207,21,23,1.0,0.0,0.09,13,15,1.0,0.0,0.13,49,49,1.0,0.0,0.02,0.98,1230.7628288460457,832.3726273726273,0.47852
192.168.89.10,7290385,TCP,HTTP,548,2211,3,24,1.0,0.0,0.88,3,16,1.0,0.0,0.81,27,27,1.0,0.0,0.04,0.96,1228.8405073945844,829.8981018981019,0.47852
192.168.59.4,6043327,TCP,HTTP,3749,30507,1,25,1.0,0.0,0.96,1,17,1.0,0.0,0.94,1,1,1.0,0.0,1.0,0.0,1232.262504309073,833.0979020979021,0.47852
192.168.89.10,7234952,TCP,HTTP,548,2211,4,25,1.0,0.0,0.84,4,18,1.0,0.0,0.78,27,27,1.0,0.0,0.04,0.96,1231.6822235654802,831.5854145854146,0.47852
192.168.89.10,6068059,TCP,HTTP,548,2211,5,26,1.0,0.0,0.81,5,19,1.0,0.0,0.74,27,27,1.0,0.0,0.04,0.96,1231.2139180809058,830.1928071928072,0.47852
59.82.23.48,28598464,TCP,HTTPS,2222,12202,2,5,1.0,0.0,0.6,1,2,1.0,0.0,0.5,2,2,1.0,0.0,0.5,0.5,1231.9708233528524,831.3196803196803,0.47852
192.168.89.10,5719501,TCP,HTTP,548,2211,6,24,1.0,0.0,0.75,6,15,1.0,0.0,0.6,26,26,1.0,0.0,0.04,0.96,1231.9752716289072,830.7742257742258,0.47852
192.168.89.10,6853776,TCP,HTTP,548,2211,7,25,1.0,0.0,0.72,7,16,1.0,0.0,0.56,27,27,1.0,0.0,0.04,0.96,1231.9555004817787,830.8501498501498,0.47752
192.168.89.22,8603724,TCP,HTTP,537,2207,18,26,1.0,0.0,0.31,9,17,1.0,0.0,0.47,48,48,1.0,0.0,0.02,0.98,1231.9382970808251,830.9150849150849,0.47652
192.168.89.10,5379587,TCP,HTTP,548,2211,8,27,1.0,0.0,0.7,8,16,1.0,0.0,0.5,27,27,1.0,0.0,0.04,0.96,1231.9216698312437,830.98001998002,0.47552
192.168.89.10,5208823,TCP,HTTP,548,2211,9,28,1.0,0.0,0.68,9,17,1.0,0.0,0.47,27,27,1.0,0.0,0.04,0.96,1231.9050389344427,831.044955044955,0.47453
192.168.89.10,5568508,TCP,HTTP,548,2211,10,29,1.0,0.0,0.66,10,18,1.0,0.0,0.44,27,27,1.0,0.0,0.04,0.96,1231.6782045265675,829.9640359640359,0.47453
192.168.89.10,6715568,TCP,HTTP,548,2211,11,30,1.0,0.0,0.63,11,18,1.0,0.0,0.39,27,27,1.0,0.0,0.04,0.96,1231.5727552028068,829.1008991008991,0.47353
120.226.166.190,1287175,TCP,OTHER,1079,262,1,1,1.0,0.0,0.0,1,1,1.0,0.0,0.0,1,1,1.0,0.0,1.0,0.0,1231.3747327841306,828.6093906093906,0.47353
192.168.89.22,8354978,TCP,HTTP,537,2207,17,29,1.0,0.0,0.41,5,17,1.0,0.0,0.71,49,49,1.0,0.0,0.02,0.98,1231.3768291082042,828.6003996003996,0.47353
120.253.255.166,16229234,TCP,OTHER,180,134,1,2,1.0,0.0,0.5,1,2,1.0,0.0,0.5,1,1,1.0,0.0,1.0,0.0,1231.4989831661153,828.2977022977022,0.47253
192.168.89.22,8831703,TCP,HTTP,537,2207,17,29,1.0,0.0,0.41,6,18,1.0,0.0,0.67,50,50,1.0,0.0,0.02,0.98,1231.4850388124744,828.3516483516484,0.47153
192.168.89.22,10350161,TCP,HTTP,607,2704,18,30,1.0,0.0,0.4,7,19,1.0,0.0,0.63,51,51,1.0,0.0,0.02,0.98,1230.8176308564584,826.8311688311688,0.47153
192.168.89.10,5689001,TCP,HTTP,548,2211,12,31,1.0,0.0,0.61,12,20,1.0,0.0,0.4,23,23,1.0,0.0,0.04,0.96,1230.7980843482023,826.9070929070929,0.47053
192.168.89.10,5986202,TCP,HTTP,548,2211,13,32,1.0,0.0,0.59,13,19,1.0,0.0,0.32,23,23,1.0,0.0,0.04,0.96,1230.7816531534115,826.972027972028,0.46953
192.168.89.22,8273201,TCP,HTTP,537,2207,18,32,1.0,0.0,0.44,6,18,1.0,0.0,0.67,50,50,1.0,0.0,0.02,0.98,1230.7677587784897,827.025974025974,0.46853
192.168.89.22,8878992,TCP,HTTP,537,2207,19,33,1.0,0.0,0.42,7,19,1.0,0.0,0.63,51,51,1.0,0.0,0.02,0.98,1230.753861882162,827.07992007992,0.46753
192.168.89.22,8751513,TCP,HTTP,537,2207,20,34,1.0,0.0,0.41,7,17,1.0,0.0,0.59,52,52,1.0,0.0,0.02,0.98,1230.755948090553,827.0709290709291,0.46753
192.168.59.4,4912459,TCP,HTTP,2070,15289,2,35,1.0,0.0,0.94,1,16,1.0,0.0,0.94,2,2,1.0,0.0,0.5,0.5,1231.382020321224,828.2937062937064,0.46753
192.168.59.4,4912288,TCP,HTTP,1950,5823,3,36,1.0,0.0,0.92,2,17,1.0,0.0,0.88,3,3,1.0,0.0,0.33,0.67,1231.891131687204,829.4535464535464,0.46753
192.168.59.4,4910436,TCP,HTTP,1890,2131,4,37,1.0,0.0,0.89,3,18,1.0,0.0,0.83,4,4,1.0,0.0,0.25,0.75,1232.3459542027026,830.5534465534465,0.46753
192.168.59.4,4907688,TCP,HTTP,1890,3226,5,38,1.0,0.0,0.87,4,19,1.0,0.0,0.79,5,5,1.0,0.0,0.2,0.8,1232.799627591402,831.6533466533466,0.46753
192.168.59.4,4905444,TCP,HTTP,1098,895,6,39,1.0,0.0,0.85,5,20,1.0,0.0,0.75,6,6,1.0,0.0,0.17,0.83,1232.8274491289642,831.9660339660339,0.46753
192.168.89.10,5478017,TCP,HTTP,548,2211,14,40,1.0,0.0,0.65,9,21,1.0,0.0,0.57,18,18,1.0,0.0,0.06,0.94,1232.859203565659,831.7292707292708,0.46753
192.168.89.10,5570987,TCP,HTTP,548,2211,15,41,1.0,0.0,0.63,10,22,1.0,0.0,0.55,19,19,1.0,0.0,0.05,0.95,1232.8909854394517,831.4905094905095,0.46753
192.168.89.10,5654382,TCP,HTTP,548,2211,16,42,1.0,0.0,0.62,11,23,1.0,0.0,0.52,20,20,1.0,0.0,0.05,0.95,1232.9233844258938,831.1898101898101,0.46753
192.168.89.10,5848092,TCP,HTTP,548,2211,17,43,1.0,0.0,0.6,12,24,1.0,0.0,0.5,20,20,1.0,0.0,0.05,0.95,1232.9550601789904,830.951048951049,0.46753
111.19.229.131,10541348,TCP,HTTPS,327,249,1,3,1.0,0.0,0.67,1,1,1.0,0.0,0.0,1,1,1.0,0.0,1.0,0.0,1233.0571447494403,830.4895104895105,0.46753
192.168.89.22,7680125,TCP,HTTP,537,2207,17,40,1.0,0.0,0.57,8,25,1.0,0.0,0.68,48,48,1.0,0.0,0.02,0.98,1233.091245787231,830.2397602397602,0.46753
192.168.89.22,7841898,TCP,HTTP,537,2207,17,40,1.0,0.0,0.57,9,26,1.0,0.0,0.65,49,49,1.0,0.0,0.02,0.98,1233.1252600656874,829.991008991009,0.46753
192.168.93.30,3323,TCP,HTTP,546,595,1,41,1.0,0.0,0.98,1,27,1.0,0.0,0.96,6,6,1.0,0.0,0.17,0.83,1233.1571216087448,829.7512487512488,0.46753
192.168.89.22,145355,TCP,HTTP,472,527,18,42,1.0,0.0,0.57,10,28,1.0,0.0,0.64,49,49,1.0,0.0,0.02,0.98,1233.2081470756016,829.4375624375624,0.46853
192.168.89.10,168433,TCP,HTTP,483,531,18,43,1.0,0.0,0.58,12,28,1.0,0.0,0.57,21,21,1.0,0.0,0.05,0.95,1233.2202433509638,828.7922077922078,0.46953
192.168.89.10,206657,TCP,HTTP,483,531,19,44,1.0,0.0,0.57,13,29,1.0,0.0,0.55,22,22,1.0,0.0,0.05,0.95,1233.2202433509638,828.7922077922078,0.46953
192.168.89.22,11507,TCP,HTTP,472,527,19,45,1.0,0.0,0.58,11,29,1.0,0.0,0.62,47,47,1.0,0.0,0.02,0.98,1233.2394111081328,828.7182817182817,0.47053
192.168.89.10,5431543,TCP,HTTP,548,2211,20,44,1.0,0.0,0.55,11,27,1.0,0.0,0.59,23,23,1.0,0.0,0.04,0.96,1233.2197868035648,828.7942057942058,0.46953
120.253.255.162,44910,TCP,HTTPS,261,140,1,4,1.0,0.0,0.75,1,2,1.0,0.0,0.5,1,1,1.0,0.0,1.0,0.0,1230.5241469430432,825.5914085914086,0.46853
192.168.93.30,5270777,TCP,HTTP,547,2211,2,45,1.0,0.0,0.96,2,27,1.0,0.0,0.93,7,7,1.0,0.0,0.14,0.86,1230.5048981012606,825.6663336663337,0.46753
192.168.89.22,9069066,TCP,HTTP,537,2207,17,45,1.0,0.0,0.62,11,28,1.0,0.0,0.61,47,47,1.0,0.0,0.02,0.98,1230.4879479788362,825.7312687312688,0.46653
192.168.89.22,7916494,TCP,HTTP,537,2207,18,46,1.0,0.0,0.61,12,29,1.0,0.0,0.59,48,48,1.0,0.0,0.02,0.98,1230.4709941961314,825.7962037962038,0.46553
192.168.89.22,8202654,TCP,HTTP,537,2207,19,47,1.0,0.0,0.6,13,29,1.0,0.0,0.55,48,48,1.0,0.0,0.02,0.98,1230.4748662571787,825.2367632367632,0.46454
192.168.89.22,8377795,TCP,HTTP,537,2207,20,48,1.0,0.0,0.58,14,30,1.0,0.0,0.53,49,49,1.0,0.0,0.02,0.98,1230.4579383908106,825.3016983016983,0.46354
120.241.190.149,45685,TCP,HTTPS,145,128,1,5,1.0,0.0,0.8,1,3,1.0,0.0,0.67,1,1,1.0,0.0,1.0,0.0,1230.5950926659552,824.975024975025,0.46254
192.168.93.30,2808,TCP,HTTP,546,595,3,48,1.0,0.0,0.94,3,31,1.0,0.0,0.9,6,6,1.0,0.0,0.17,0.83,1230.5761085940017,825.048951048951,0.46154
192.168.89.10,104705,TCP,HTTP,483,531,21,49,1.0,0.0,0.57,10,32,1.0,0.0,0.69,23,23,1.0,0.0,0.04,0.96,1230.4546621246293,825.3516483516484,0.46254
192.168.93.30,5349700,TCP,HTTP,547,2211,4,49,1.0,0.0,0.92,4,33,1.0,0.0,0.88,7,7,1.0,0.0,0.14,0.86,1230.2592741981734,825.8201798201799,0.46154
39.156.66.14,78936,TCP,OTHER,246,198,1,3,1.0,0.0,0.67,1,2,1.0,0.0,0.5,2,1,0.5,0.5,0.5,0.5,1230.3449202178897,825.5944055944055,0.46054
120.204.0.25,157978,TCP,HTTP,1008,664,1,48,1.0,0.0,0.98,1,29,1.0,0.0,0.97,1,1,1.0,0.0,1.0,0.0,1230.1889291050434,826.4215784215784,0.46054
192.168.89.22,232784,TCP,HTTP,472,527,17,47,1.0,0.0,0.64,12,30,1.0,0.0,0.6,47,47,1.0,0.0,0.02,0.98,1216.2854695132055,820.2307692307693,0.46154
192.168.93.30,25482,TCP,HTTP,546,595,5,48,1.0,0.0,0.9,5,30,1.0,0.0,0.83,8,8,1.0,0.0,0.12,0.88,1216.1479560875632,820.5964035964035,0.46154
121.194.4.112,10856870,TCP,HTTPS,1867,1401,1,5,1.0,0.0,0.8,1,4,1.0,0.0,0.75,1,1,1.0,0.0,1.0,0.0,1216.282912254625,820.7672327672327,0.46154
20.42.65.90,4407415,TCP,HTTPS,3362,5605,1,6,1.0,0.0,0.83,1,5,1.0,0.0,0.8,1,1,1.0,0.0,1.0,0.0,1218.7916347149944,822.7242757242757,0.46154
192.168.89.22,346112,TCP,HTTP,472,527,18,47,1.0,0.0,0.62,11,30,1.0,0.0,0.63,47,47,1.0,0.0,0.02,0.98,1218.5245209480556,821.5094905094905,0.46254
192.168.89.22,8545512,TCP,HTTP,537,2207,19,47,1.0,0.0,0.6,12,31,1.0,0.0,0.61,48,48,1.0,0.0,0.02,0.98,1218.5047186480303,821.5844155844156,0.46154
192.168.93.30,23236,TCP,HTTP,546,595,6,47,1.0,0.0,0.87,6,32,1.0,0.0,0.81,8,8,1.0,0.0,0.12,0.88,1218.4828441322713,821.6683316683317,0.46054
192.168.93.30,3285,TCP,HTTP,546,595,7,48,1.0,0.0,0.85,7,33,1.0,0.0,0.79,9,9,1.0,0.0,0.11,0.89,1218.460963444461,821.7522477522477,0.45954
111.62.37.247,31584200,TCP,HTTPS,512,304,1,6,1.0,0.0,0.83,1,6,1.0,0.0,0.83,1,1,1.0,0.0,1.0,0.0,1218.44723938298,821.8021978021978,0.45854
192.168.93.30,3517,TCP,HTTP,546,595,8,49,1.0,0.0,0.84,8,28,1.0,0.0,0.71,9,9,1.0,0.0,0.11,0.89,1218.4253488360691,821.8861138861139,0.45754
192.168.93.30,5236928,TCP,HTTP,547,2211,9,51,1.0,0.0,0.82,9,29,1.0,0.0,0.69,10,10,1.0,0.0,0.1,0.9,1218.4003157050029,821.981018981019,0.45654
192.168.93.30,22550,TCP,HTTP,546,595,10,52,1.0,0.0,0.81,10,28,1.0,0.0,0.64,11,11,1.0,0.0,0.09,0.91,1218.378411998668,822.0649350649351,0.45554
192.168.89.10,4519616,TCP,HTTP,548,2211,17,54,1.0,0.0,0.69,5,30,1.0,0.0,0.83,22,22,1.0,0.0,0.05,0.95,1218.356050896052,822.1508491508491,0.45455
192.168.89.22,8246715,TCP,HTTP,537,2207,23,56,1.0,0.0,0.59,13,28,1.0,0.0,0.54,45,45,1.0,0.0,0.02,0.98,1218.3332936209595,822.2357642357642,0.45355
192.168.89.22,8596909,TCP,HTTP,537,2207,24,56,1.0,0.0,0.57,14,29,1.0,0.0,0.52,45,45,1.0,0.0,0.02,0.98,1218.3134435476345,822.3106893106893,0.45255
