ip,duration,trans_protocol,app_protocol,send_bytes,recv_bytes,t_same_main_engine,t_same_server,t_same_server_rate,t_diff_server_rate,t_diff_main_engine_rate,t_same_main_engine_2,t_same_server_2,t_same_server_rate_2,t_diff_server_rate_2,t_diff_main_engine_rate_2,same_main_engine,same_server,same_server_rate,diff_server_rate,same_src_rate,diff_src_rate,std,mean,send_rst_flag_rate
192.168.93.30,22466,TCP,HTTP,546,595,25,72,1.0,0.0,0.65,17,57,1.0,0.0,0.7,31,31,1.0,0.0,0.03,0.97,373.7786727691531,556.7132867132867,0.45355
192.168.89.10,103951,TCP,HTTP,483,531,40,73,1.0,0.0,0.45,34,57,1.0,0.0,0.4,45,45,1.0,0.0,0.02,0.98,372.8468150357301,555.8031968031968,0.45455
192.168.89.10,5716345,TCP,HTTP,548,2211,41,74,1.0,0.0,0.45,35,58,1.0,0.0,0.4,46,46,1.0,0.0,0.02,0.98,372.8374801264477,555.8791208791209,0.45355
192.168.93.30,5242829,TCP,HTTP,547,2211,26,75,1.0,0.0,0.65,17,59,1.0,0.0,0.71,32,32,1.0,0.0,0.03,0.97,372.8281521761183,555.9540459540459,0.45255
192.168.93.30,18790,TCP,HTTP,546,595,27,76,1.0,0.0,0.64,18,59,1.0,0.0,0.69,33,33,1.0,0.0,0.03,0.97,372.69942941164777,556.2537462537463,0.45255
39.156.66.18,82461,TCP,HTTP,580,417,1,77,1.0,0.0,0.99,1,60,1.0,0.0,0.98,1,1,1.0,0.0,1.0,0.0,372.6906555873798,556.3616383616384,0.45155
192.168.93.30,5237144,TCP,HTTP,547,2211,27,77,1.0,0.0,0.65,18,59,1.0,0.0,0.69,34,34,1.0,0.0,0.03,0.97,372.6812269552269,556.4365634365635,0.45055
192.168.93.30,5256709,TCP,HTTP,547,2212,28,78,1.0,0.0,0.64,16,55,1.0,0.0,0.71,35,35,1.0,0.0,0.03,0.97,372.67956592791705,556.4635364635365,0.45055
192.168.93.30,28711,TCP,HTTP,546,595,28,78,1.0,0.0,0.64,17,56,1.0,0.0,0.7,36,36,1.0,0.0,0.03,0.97,372.6701434369884,556.5374625374625,0.44955
192.168.89.22,134668,TCP,HTTP,472,527,7,79,1.0,0.0,0.91,5,57,1.0,0.0,0.91,14,14,1.0,0.0,0.07,0.93,372.5503819619742,556.7632367632368,0.45055
192.168.89.10,72711,TCP,HTTP,483,531,42,80,1.0,0.0,0.47,34,58,1.0,0.0,0.41,47,47,1.0,0.0,0.02,0.98,372.54804378777095,556.7742257742258,0.45055
111.13.142.130,45049,TCP,HTTPS,353,209,1,2,1.0,0.0,0.5,1,1,1.0,0.0,0.0,1,1,1.0,0.0,1.0,0.0,372.59406028564916,556.6553446553446,0.45055
192.168.93.30,18973,TCP,HTTP,546,595,29,81,1.0,0.0,0.64,17,56,1.0,0.0,0.7,36,36,1.0,0.0,0.03,0.97,372.5845975748563,556.7292707292708,0.44955
192.168.93.30,5274829,TCP,HTTP,547,2211,29,81,1.0,0.0,0.64,18,57,1.0,0.0,0.68,37,37,1.0,0.0,0.03,0.97,371.56459461822305,555.8491508491509,0.44855
192.168.89.10,129948,TCP,HTTP,483,532,43,82,1.0,0.0,0.48,35,57,1.0,0.0,0.39,46,46,1.0,0.0,0.02,0.98,370.30548338068854,554.8081918081919,0.44955
192.168.89.10,80153,TCP,HTTP,483,531,44,83,1.0,0.0,0.47,36,58,1.0,0.0,0.38,47,47,1.0,0.0,0.02,0.98,363.7412936646561,552.5424575424576,0.45055
192.168.93.30,22878,TCP,HTTP,546,595,30,84,1.0,0.0,0.64,18,56,1.0,0.0,0.68,37,37,1.0,0.0,0.03,0.97,363.732436560039,552.6163836163836,0.44955
192.168.89.10,11440,TCP,HTTP,483,532,45,85,1.0,0.0,0.47,34,54,1.0,0.0,0.37,47,47,1.0,0.0,0.02,0.98,363.7301669859326,552.6273726273727,0.44955
192.168.93.30,5358464,TCP,HTTP,547,2211,31,86,1.0,0.0,0.64,17,55,1.0,0.0,0.69,37,37,1.0,0.0,0.03,0.97,363.7212753175111,552.7022977022978,0.44855
192.168.89.22,11636,TCP,HTTP,472,527,8,87,1.0,0.0,0.91,3,54,1.0,0.0,0.94,11,11,1.0,0.0,0.09,0.91,363.7212753175111,552.7022977022978,0.44855
192.168.93.30,16505,TCP,HTTP,546,595,32,88,1.0,0.0,0.64,18,54,1.0,0.0,0.67,38,38,1.0,0.0,0.03,0.97,363.7123852372241,552.7762237762238,0.44755
192.168.89.10,9508,TCP,HTTP,483,532,46,89,1.0,0.0,0.48,33,55,1.0,0.0,0.4,48,48,1.0,0.0,0.02,0.98,363.71011070864114,552.7872127872128,0.44755
192.168.89.10,9246,TCP,HTTP,483,531,47,90,1.0,0.0,0.48,34,56,1.0,0.0,0.39,49,49,1.0,0.0,0.02,0.98,363.70783583381365,552.7982017982018,0.44755
192.168.89.10,8129,TCP,HTTP,483,532,48,90,1.0,0.0,0.47,35,57,1.0,0.0,0.39,50,50,1.0,0.0,0.02,0.98,363.7055606127351,552.8091908091908,0.44755
192.168.89.22,8163,TCP,HTTP,472,527,9,91,1.0,0.0,0.9,4,56,1.0,0.0,0.93,9,9,1.0,0.0,0.11,0.89,363.6057457716329,552.4475524475524,0.44855
192.168.93.30,23280,TCP,HTTP,546,595,33,93,1.0,0.0,0.65,19,58,1.0,0.0,0.67,35,35,1.0,0.0,0.03,0.97,360.7034647740585,551.6083916083916,0.44755
192.168.89.22,179712,TCP,HTTP,472,527,9,88,1.0,0.0,0.9,4,46,1.0,0.0,0.91,10,10,1.0,0.0,0.1,0.9,358.96152207161384,550.4075924075925,0.44855
192.168.89.22,142768,TCP,HTTP,472,527,8,72,1.0,0.0,0.89,4,14,1.0,0.0,0.71,11,11,1.0,0.0,0.09,0.91,352.97080114181705,548.2647352647352,0.44955
192.168.89.10,121130,TCP,HTTP,483,531,40,71,1.0,0.0,0.44,6,15,1.0,0.0,0.6,49,49,1.0,0.0,0.02,0.98,352.96859785118403,548.2757242757243,0.44955
192.168.89.10,120802,TCP,HTTP,483,532,41,72,1.0,0.0,0.43,7,16,1.0,0.0,0.56,50,50,1.0,0.0,0.02,0.98,352.96639420467335,548.2867132867133,0.44955
192.168.89.10,114346,TCP,HTTP,419,532,42,73,1.0,0.0,0.42,8,17,1.0,0.0,0.53,50,50,1.0,0.0,0.02,0.98,352.9818085136396,548.2337662337662,0.44955
192.168.89.10,95328,TCP,HTTP,419,532,42,73,1.0,0.0,0.42,9,17,1.0,0.0,0.47,50,50,1.0,0.0,0.02,0.98,352.87267551147903,548.4105894105894,0.45055
192.168.89.10,95166,TCP,HTTP,419,532,43,74,1.0,0.0,0.42,10,18,1.0,0.0,0.44,50,50,1.0,0.0,0.02,0.98,352.723029932516,547.932067932068,0.45155
192.168.89.10,94906,TCP,HTTP,419,531,44,75,1.0,0.0,0.41,11,19,1.0,0.0,0.42,51,51,1.0,0.0,0.02,0.98,352.73840164296365,547.8791208791209,0.45155
192.168.89.10,114378,TCP,HTTP,483,531,45,73,1.0,0.0,0.38,11,19,1.0,0.0,0.42,52,52,1.0,0.0,0.02,0.98,352.7362089139828,547.8901098901099,0.45155
192.168.93.30,19306,TCP,HTTP,546,595,21,71,1.0,0.0,0.7,3,17,1.0,0.0,0.82,32,32,1.0,0.0,0.03,0.97,352.4231007214394,548.3576423576424,0.45055
192.168.99.101,1306,TCP,MYSQL,494,549,1,1,1.0,0.0,0.0,1,1,1.0,0.0,0.0,1,1,1.0,0.0,1.0,0.0,353.25700290480773,549.2287712287713,0.44955
117.147.199.51,4212469,TCP,HTTPS,1483,4547,2,5,1.0,0.0,0.6,2,4,1.0,0.0,0.5,2,2,1.0,0.0,0.5,0.5,354.3560142091606,550.4645354645355,0.45055
192.168.93.30,20936,TCP,HTTP,546,595,2,11,1.0,0.0,0.82,1,1,1.0,0.0,0.0,30,30,1.0,0.0,0.03,0.97,354.3473560230276,550.5384615384615,0.44955
192.168.93.30,1025469,TCP,HTTP,546,595,3,4,1.0,0.0,0.25,2,2,1.0,0.0,0.0,31,31,1.0,0.0,0.03,0.97,354.338682202055,550.6123876123876,0.44855
192.168.89.10,131980,TCP,HTTP,483,532,1,3,1.0,0.0,0.67,1,3,1.0,0.0,0.67,51,51,1.0,0.0,0.02,0.98,349.62190845080573,548.7232767232767,0.44955
192.168.89.10,132572,TCP,HTTP,483,531,2,4,1.0,0.0,0.5,2,4,1.0,0.0,0.5,52,52,1.0,0.0,0.02,0.98,349.6196696430051,548.7342657342657,0.44955
192.168.89.10,131620,TCP,HTTP,483,532,3,5,1.0,0.0,0.4,3,5,1.0,0.0,0.4,52,52,1.0,0.0,0.02,0.98,349.6174304754667,548.7452547452548,0.44955
192.168.89.10,104477,TCP,HTTP,483,531,4,6,1.0,0.0,0.33,4,6,1.0,0.0,0.33,52,52,1.0,0.0,0.02,0.98,349.4925559002566,548.982017982018,0.45055
192.168.89.10,140833,TCP,HTTP,483,531,5,7,1.0,0.0,0.29,5,7,1.0,0.0,0.29,53,53,1.0,0.0,0.02,0.98,349.4975757034652,548.945054945055,0.45155
192.168.89.10,7212,TCP,HTTP,483,531,6,8,1.0,0.0,0.25,6,8,1.0,0.0,0.25,54,54,1.0,0.0,0.02,0.98,349.49532912594583,548.9560439560439,0.45155
192.168.93.30,22362,TCP,HTTP,546,595,3,9,1.0,0.0,0.67,3,9,1.0,0.0,0.67,29,29,1.0,0.0,0.03,0.97,340.0800747545387,546.4075924075925,0.45155
192.168.89.10,145129,TCP,HTTP,419,531,7,10,1.0,0.0,0.3,7,10,1.0,0.0,0.3,55,55,1.0,0.0,0.02,0.98,340.09578056914813,546.3546453546453,0.45155
192.168.89.10,114245,TCP,HTTP,483,531,8,11,1.0,0.0,0.27,8,11,1.0,0.0,0.27,56,56,1.0,0.0,0.02,0.98,340.0935555862106,546.3656343656344,0.45155
183.232.23.240,142109,TCP,HTTPS,1377,3108,1,1,1.0,0.0,0.0,1,1,1.0,0.0,0.0,2,2,1.0,0.0,0.5,0.5,341.0960988111752,547.2697302697303,0.45155
47.93.55.132,225579,TCP,HTTPS,1555,6382,1,2,1.0,0.0,0.5,1,2,1.0,0.0,0.5,2,2,1.0,0.0,0.5,0.5,342.5700278713601,548.3516483516484,0.45055
192.168.89.10,157878,TCP,HTTP,419,531,9,12,1.0,0.0,0.25,9,12,1.0,0.0,0.25,57,57,1.0,0.0,0.02,0.98,342.4610694170702,548.5244755244755,0.45155
192.168.89.10,154697,TCP,HTTP,419,532,10,13,1.0,0.0,0.23,10,13,1.0,0.0,0.23,57,57,1.0,0.0,0.02,0.98,342.4769933113958,548.4715284715285,0.45155
192.168.89.10,157845,TCP,HTTP,419,532,11,14,1.0,0.0,0.21,11,14,1.0,0.0,0.21,57,57,1.0,0.0,0.02,0.98,342.4929082801036,548.4185814185814,0.45155
192.168.89.10,157680,TCP,HTTP,419,531,12,15,1.0,0.0,0.2,12,15,1.0,0.0,0.2,57,57,1.0,0.0,0.02,0.98,342.5088143244379,548.3656343656344,0.45155
192.168.89.10,157746,TCP,HTTP,419,531,13,16,1.0,0.0,0.19,13,16,1.0,0.0,0.19,58,58,1.0,0.0,0.02,0.98,342.5247114456418,548.3126873126873,0.45155
192.168.89.10,157516,TCP,HTTP,483,532,14,17,1.0,0.0,0.18,14,17,1.0,0.0,0.18,59,59,1.0,0.0,0.02,0.98,342.52243942165853,548.3236763236763,0.45155
192.168.89.10,8916,TCP,HTTP,483,532,15,18,1.0,0.0,0.17,15,18,1.0,0.0,0.17,60,60,1.0,0.0,0.02,0.98,342.520167030046,548.3346653346654,0.45155
192.168.89.10,8852,TCP,HTTP,483,531,16,19,1.0,0.0,0.16,16,19,1.0,0.0,0.16,60,60,1.0,0.0,0.02,0.98,342.5178942707968,548.3456543456543,0.45155
192.168.89.10,9801,TCP,HTTP,483,531,22,25,1.0,0.0,0.12,19,20,1.0,0.0,0.05,62,62,1.0,0.0,0.02,0.98,342.5396790258816,548.2877122877123,0.45255
192.168.89.22,168892,TCP,HTTP,472,527,1,26,1.0,0.0,0.96,1,7,1.0,0.0,0.86,8,8,1.0,0.0,0.12,0.88,342.5387657115084,548.2917082917083,0.45355
192.168.89.10,170499,TCP,HTTP,483,532,23,26,1.0,0.0,0.12,7,8,1.0,0.0,0.12,61,61,1.0,0.0,0.02,0.98,342.5355809561014,548.3066933066933,0.45455
192.168.89.10,8983,TCP,HTTP,483,532,24,27,1.0,0.0,0.11,8,9,1.0,0.0,0.11,61,61,1.0,0.0,0.02,0.98,342.5323955155232,548.3216783216783,0.45554
192.168.89.10,203806,TCP,HTTP,483,531,25,28,1.0,0.0,0.11,9,10,1.0,0.0,0.1,61,61,1.0,0.0,0.02,0.98,341.7773942258399,547.5354645354645,0.45654
192.168.89.10,8523,TCP,HTTP,483,532,26,29,1.0,0.0,0.1,10,11,1.0,0.0,0.09,61,61,1.0,0.0,0.02,0.98,341.52596961894966,547.8901098901099,0.45654
192.168.89.10,8296,TCP,HTTP,483,532,27,30,1.0,0.0,0.1,11,12,1.0,0.0,0.08,61,61,1.0,0.0,0.02,0.98,341.2739912414469,548.2447552447552,0.45754
192.168.89.10,157026,TCP,HTTP,483,531,28,31,1.0,0.0,0.1,12,13,1.0,0.0,0.08,61,61,1.0,0.0,0.02,0.98,341.0214578657998,548.5994005994006,0.45854
192.168.89.10,197724,TCP,HTTP,483,531,29,31,1.0,0.0,0.06,13,14,1.0,0.0,0.07,62,62,1.0,0.0,0.02,0.98,337.44794466135414,546.977022977023,0.45954
192.168.89.10,197723,TCP,HTTP,483,532,30,32,1.0,0.0,0.06,14,15,1.0,0.0,0.07,63,63,1.0,0.0,0.02,0.98,337.45399721787726,546.9130869130869,0.46054
192.168.89.10,172150,TCP,HTTP,419,531,31,33,1.0,0.0,0.06,15,16,1.0,0.0,0.06,63,63,1.0,0.0,0.02,0.98,337.4781908388851,546.7852147852147,0.46154
192.168.89.10,172087,TCP,HTTP,419,532,32,34,1.0,0.0,0.06,16,17,1.0,0.0,0.06,63,63,1.0,0.0,0.02,0.98,337.50233178195896,546.6563436563437,0.46254
192.168.89.10,209822,TCP,HTTP,419,532,33,35,1.0,0.0,0.06,17,18,1.0,0.0,0.06,64,64,1.0,0.0,0.02,0.98,337.5264246710326,546.5284715284715,0.46354
192.168.89.10,171563,TCP,HTTP,419,532,34,36,1.0,0.0,0.06,18,19,1.0,0.0,0.05,65,65,1.0,0.0,0.02,0.98,337.5504673994672,546.4005994005994,0.46454
192.168.89.10,203362,TCP,HTTP,419,531,35,37,1.0,0.0,0.05,19,20,1.0,0.0,0.05,66,66,1.0,0.0,0.02,0.98,337.5744599779805,546.2727272727273,0.46553
192.168.89.10,171433,TCP,HTTP,419,532,36,38,1.0,0.0,0.05,20,21,1.0,0.0,0.05,66,66,1.0,0.0,0.02,0.98,337.5984024172646,546.1448551448551,0.46653
192.168.89.10,12130,TCP,HTTP,419,532,32,34,1.0,0.0,0.06,15,16,1.0,0.0,0.06,66,66,1.0,0.0,0.02,0.98,337.6222903383638,546.015984015984,0.46753
192.168.89.10,13704,TCP,HTTP,483,531,33,35,1.0,0.0,0.06,16,17,1.0,0.0,0.06,67,67,1.0,0.0,0.01,0.99,337.6281577791999,545.9520479520479,0.46853
192.168.89.10,12948,TCP,HTTP,483,531,34,36,1.0,0.0,0.06,17,18,1.0,0.0,0.06,67,67,1.0,0.0,0.01,0.99,337.63400824004094,545.8871128871128,0.46953
192.168.89.10,13867,TCP,HTTP,419,532,34,36,1.0,0.0,0.06,18,19,1.0,0.0,0.05,67,67,1.0,0.0,0.01,0.99,337.65780042349996,545.7592407592408,0.47053
192.168.89.10,13932,TCP,HTTP,419,532,35,37,1.0,0.0,0.05,19,20,1.0,0.0,0.05,67,67,1.0,0.0,0.01,0.99,337.6815425084322,545.6313686313687,0.47153
192.168.89.10,207513,TCP,HTTP,483,532,36,38,1.0,0.0,0.05,20,21,1.0,0.0,0.05,67,67,1.0,0.0,0.01,0.99,337.6873360985578,545.5674325674325,0.47253
192.168.89.10,13539,TCP,HTTP,419,532,37,39,1.0,0.0,0.05,21,22,1.0,0.0,0.05,67,67,1.0,0.0,0.01,0.99,337.71099738352416,545.4385614385615,0.47353
192.168.89.10,190660,TCP,HTTP,483,532,38,40,1.0,0.0,0.05,22,23,1.0,0.0,0.04,67,67,1.0,0.0,0.01,0.99,337.71675396636,545.3746253746253,0.47453
192.168.89.10,16097,TCP,HTTP,419,531,39,41,1.0,0.0,0.05,23,24,1.0,0.0,0.04,67,67,1.0,0.0,0.01,0.99,337.7403396212068,545.2457542457543,0.47552
192.168.89.10,209246,TCP,HTTP,483,531,39,40,1.0,0.0,0.03,24,25,1.0,0.0,0.04,67,67,1.0,0.0,0.01,0.99,337.73724476366596,545.2607392607392,0.47652
192.168.89.10,209084,TCP,HTTP,483,532,40,41,1.0,0.0,0.02,25,26,1.0,0.0,0.04,68,68,1.0,0.0,0.01,0.99,337.74296042266013,545.1958041958042,0.47752
192.168.89.10,288940,TCP,HTTP,483,531,41,42,1.0,0.0,0.02,26,27,1.0,0.0,0.04,68,68,1.0,0.0,0.01,0.99,337.72512226561287,545.2597402597403,0.47752
192.168.89.10,171122,TCP,HTTP,483,532,42,43,1.0,0.0,0.02,27,28,1.0,0.0,0.04,68,68,1.0,0.0,0.01,0.99,337.7072710617039,545.3236763236763,0.47752
192.168.89.10,269404,TCP,HTTP,483,532,43,44,1.0,0.0,0.02,28,29,1.0,0.0,0.03,68,68,1.0,0.0,0.01,0.99,337.6894068088643,545.3876123876124,0.47752
192.168.89.10,174040,TCP,HTTP,483,531,44,45,1.0,0.0,0.02,29,30,1.0,0.0,0.03,68,68,1.0,0.0,0.01,0.99,337.6951541135279,545.3236763236763,0.47852
192.168.89.10,230194,TCP,HTTP,483,531,45,46,1.0,0.0,0.02,30,31,1.0,0.0,0.03,69,69,1.0,0.0,0.01,0.99,337.70089288303484,545.2607392607392,0.47952
39.156.66.18,77552,TCP,HTTP,246,198,1,46,1.0,0.0,0.98,1,32,1.0,0.0,0.97,2,2,1.0,0.0,0.5,0.5,337.83319424601234,544.9600399600399,0.47952
192.168.89.10,198297,TCP,HTTP,483,531,39,41,1.0,0.0,0.05,31,33,1.0,0.0,0.06,68,68,1.0,0.0,0.01,0.99,337.83319424601234,544.9600399600399,0.47952
192.168.89.10,215277,TCP,HTTP,483,532,38,40,1.0,0.0,0.05,32,34,1.0,0.0,0.06,69,69,1.0,0.0,0.01,0.99,337.8331942460124,544.9600399600399,0.47952
192.168.89.10,215181,TCP,HTTP,483,531,39,41,1.0,0.0,0.05,33,35,1.0,0.0,0.06,70,70,1.0,0.0,0.01,0.99,337.8154054752374,545.023976023976,0.47952
192.168.89.10,10391,TCP,HTTP,483,531,40,42,1.0,0.0,0.05,34,36,1.0,0.0,0.06,71,71,1.0,0.0,0.01,0.99,337.7976036662983,545.0879120879121,0.47952
192.168.89.10,10359,TCP,HTTP,483,532,41,43,1.0,0.0,0.05,35,37,1.0,0.0,0.05,72,72,1.0,0.0,0.01,0.99,337.77978881713386,545.1518481518482,0.47952
192.168.93.84,814,TCP,SSL,834,453,1,1,1.0,0.0,0.0,1,1,1.0,0.0,0.0,1,1,1.0,0.0,1.0,0.0,337.8950414091973,545.5134865134866,0.47852
192.168.89.10,8457,TCP,HTTP,483,531,42,44,1.0,0.0,0.05,36,38,1.0,0.0,0.05,73,73,1.0,0.0,0.01,0.99,337.90080903358626,545.4495504495504,0.47952
183.232.23.240,167099,TCP,HTTPS,1377,3109,1,1,1.0,0.0,0.0,1,1,1.0,0.0,0.0,3,3,1.0,0.0,0.33,0.67,338.9145149150614,546.3426573426574,0.47852
47.93.55.132,221804,TCP,HTTPS,1555,6375,1,2,1.0,0.0,0.5,1,2,1.0,0.0,0.5,3,3,1.0,0.0,0.33,0.67,340.3849788261011,547.4775224775225,0.47752
192.168.89.22,246389,TCP,HTTP,472,527,2,39,1.0,0.0,0.95,1,24,1.0,0.0,0.96,7,7,1.0,0.0,0.14,0.86,340.38723780014715,547.4665334665335,0.47752
39.156.66.18,74580,TCP,HTTP,246,198,2,40,1.0,0.0,0.95,2,9,1.0,0.0,0.78,2,2,1.0,0.0,0.5,0.5,340.5143977833381,547.2297702297702,0.47652
59.111.181.166,179158949,TCP,HTTPS,5379,5777,1,1,1.0,0.0,0.0,1,1,1.0,0.0,0.0,1,1,1.0,0.0,1.0,0.0,373.1550504575068,552.1208791208791,0.47552
192.168.91.51,31061983,TCP,OTHER,468,0,1,1,1.0,0.0,0.0,1,1,1.0,0.0,0.0,1,1,1.0,0.0,1.0,0.0,373.15812705532403,552.1058941058941,0.47453
192.168.91.51,31061033,TCP,OTHER,468,0,2,2,1.0,0.0,0.0,2,2,1.0,0.0,0.0,2,2,1.0,0.0,0.5,0.5,373.1438766030533,552.1548451548451,0.47353
192.168.91.51,31055664,TCP,OTHER,468,0,3,3,1.0,0.0,0.0,3,3,1.0,0.0,0.0,3,3,1.0,0.0,0.33,0.67,373.1296191846227,552.2037962037962,0.47253
192.168.91.51,31051918,TCP,OTHER,468,0,4,4,1.0,0.0,0.0,4,4,1.0,0.0,0.0,4,4,1.0,0.0,0.25,0.75,373.1326993220802,552.1888111888112,0.47153
8.8.4.4,14030549,TCP,OTHER,330,0,1,5,1.0,0.0,0.8,1,5,1.0,0.0,0.8,1,1,1.0,0.0,1.0,0.0,373.19234207190476,552.0359640359641,0.47053
192.168.91.51,31079558,TCP,OTHER,468,0,1,1,1.0,0.0,0.0,1,1,1.0,0.0,0.0,5,5,1.0,0.0,0.2,0.8,373.17810209916047,552.0849150849151,0.46953
192.168.118.201,31075593,TCP,OTHER,468,0,1,2,1.0,0.0,0.5,1,2,1.0,0.0,0.5,1,1,1.0,0.0,1.0,0.0,373.16385516169555,552.1338661338661,0.46853
142.251.43.14,15039685,TCP,OTHER,330,0,1,1,1.0,0.0,0.0,1,1,1.0,0.0,0.0,1,1,1.0,0.0,1.0,0.0,373.2061657246408,552.044955044955,0.46753
172.217.160.106,15029816,TCP,OTHER,330,0,1,2,1.0,0.0,0.5,1,2,1.0,0.0,0.5,1,1,1.0,0.0,1.0,0.0,373.2484503119521,551.9560439560439,0.46653
142.251.43.14,15036612,TCP,OTHER,330,0,2,3,1.0,0.0,0.33,2,3,1.0,0.0,0.33,2,2,1.0,0.0,0.5,0.5,373.30797926429034,551.8031968031968,0.46553
172.217.160.74,15038786,TCP,OTHER,330,0,1,4,1.0,0.0,0.75,1,1,1.0,0.0,0.0,1,1,1.0,0.0,1.0,0.0,372.62890140108976,550.8371628371629,0.46553
172.217.160.74,15020188,TCP,OTHER,330,0,2,3,1.0,0.0,0.33,2,2,1.0,0.0,0.0,2,2,1.0,0.0,0.5,0.5,372.67096333431726,550.7482517482517,0.46454
192.168.17.89,15020993,TCP,OTHER,370,0,1,4,1.0,0.0,0.75,1,3,1.0,0.0,0.67,1,1,1.0,0.0,1.0,0.0,372.6914830633543,550.6993006993007,0.46354
172.217.163.42,15038479,TCP,OTHER,330,0,1,4,1.0,0.0,0.75,1,1,1.0,0.0,0.0,1,1,1.0,0.0,1.0,0.0,372.7335050490657,550.6103896103896,0.46254
142.251.42.234,15027426,TCP,OTHER,330,0,1,3,1.0,0.0,0.67,1,2,1.0,0.0,0.5,1,1,1.0,0.0,1.0,0.0,372.7755010914716,550.5214785214786,0.46154
172.217.163.42,15049446,TCP,OTHER,330,0,2,4,1.0,0.0,0.5,2,3,1.0,0.0,0.33,2,2,1.0,0.0,0.5,0.5,372.81747119933937,550.4325674325675,0.46054
192.168.118.49,15028642,TCP,OTHER,350,0,1,4,1.0,0.0,0.75,1,4,1.0,0.0,0.75,1,1,1.0,0.0,1.0,0.0,372.8481432144529,550.3636363636364,0.45954
8.8.4.4,15003401,TCP,OTHER,330,0,1,5,1.0,0.0,0.8,1,5,1.0,0.0,0.8,2,2,1.0,0.0,0.5,0.5,372.9070833741911,550.2107892107892,0.45854
172.217.163.42,15033723,TCP,OTHER,330,0,3,6,1.0,0.0,0.5,3,6,1.0,0.0,0.5,3,3,1.0,0.0,0.33,0.67,372.96595158046574,550.0579420579421,0.45754
142.251.42.234,15029769,TCP,OTHER,330,0,2,7,1.0,0.0,0.71,2,7,1.0,0.0,0.71,2,2,1.0,0.0,0.5,0.5,373.03072503807687,549.8411588411589,0.45754
172.217.163.42,15034276,TCP,OTHER,330,0,4,8,1.0,0.0,0.5,4,8,1.0,0.0,0.5,4,4,1.0,0.0,0.25,0.75,373.0725042990686,549.7522477522477,0.45654
142.251.42.234,15024351,TCP,OTHER,330,0,3,9,1.0,0.0,0.67,3,8,1.0,0.0,0.62,3,3,1.0,0.0,0.33,0.67,373.11425769482514,549.6633366633366,0.45554
142.251.42.234,15014001,TCP,OTHER,330,0,4,10,1.0,0.0,0.6,3,5,1.0,0.0,0.4,4,4,1.0,0.0,0.25,0.75,373.1559852340288,549.5744255744256,0.45455
8.8.4.4,15003579,TCP,OTHER,330,0,2,11,1.0,0.0,0.82,1,4,1.0,0.0,0.75,3,3,1.0,0.0,0.33,0.67,373.19768692535274,549.4855144855145,0.45355
204.79.197.239,124751149,TCP,HTTPS,1286,7164,1,1,1.0,0.0,0.0,1,1,1.0,0.0,0.0,1,1,1.0,0.0,1.0,0.0,373.89927193593996,550.3516483516484,0.45355
119.3.178.178,42573,TCP,OTHER,60,70,1,1,1.0,0.0,0.0,1,1,1.0,0.0,0.0,1,1,1.0,0.0,1.0,0.0,374.1971478319996,549.993006993007,0.45255
192.168.0.150,6207045,TCP,OTHER,264,0,1,1,1.0,0.0,0.0,1,1,1.0,0.0,0.0,1,1,1.0,0.0,1.0,0.0,374.2833815873813,549.8381618381618,0.45155
142.251.42.234,15025844,TCP,OTHER,330,0,1,1,1.0,0.0,0.0,1,1,1.0,0.0,0.0,5,5,1.0,0.0,0.2,0.8,374.3250203247132,549.7492507492508,0.45055
192.168.118.49,14050434,TCP,OTHER,350,0,1,2,1.0,0.0,0.5,1,2,1.0,0.0,0.5,2,2,1.0,0.0,0.5,0.5,374.3722907470977,549.6163836163836,0.44955
172.217.163.42,16029710,TCP,OTHER,330,0,1,3,1.0,0.0,0.67,1,3,1.0,0.0,0.67,5,5,1.0,0.0,0.2,0.8,374.413866931708,549.5274725274726,0.44855
142.251.42.238,15026096,TCP,OTHER,330,0,1,4,1.0,0.0,0.75,1,3,1.0,0.0,0.67,1,1,1.0,0.0,1.0,0.0,374.45541738892837,549.4385614385615,0.44755
192.168.17.89,3007928,TCP,OTHER,222,0,1,5,1.0,0.0,0.8,1,4,1.0,0.0,0.75,1,1,1.0,0.0,1.0,0.0,374.57567000800185,549.2417582417582,0.44655
142.251.42.238,15022300,TCP,OTHER,330,0,2,6,1.0,0.0,0.67,2,5,1.0,0.0,0.6,2,2,1.0,0.0,0.5,0.5,374.61713470791597,549.1528471528471,0.44555
172.217.163.42,15026817,TCP,OTHER,330,0,2,7,1.0,0.0,0.71,2,6,1.0,0.0,0.67,6,6,1.0,0.0,0.17,0.83,374.6585737191005,549.063936063936,0.44456
112.13.121.41,3086258,TCP,SSL,8147,37411,1,1,1.0,0.0,0.0,1,1,1.0,0.0,0.0,1,1,1.0,0.0,1.0,0.0,444.9309001235188,556.7842157842158,0.44356
192.168.59.19,102565,TCP,OTHER,4706,4090,1,8,1.0,0.0,0.88,1,6,1.0,0.0,0.83,1,1,1.0,0.0,1.0,0.0,463.8156870179797,561.0669330669331,0.44256
23.98.104.196,1172596,TCP,SSL,183,127,1,2,1.0,0.0,0.5,1,2,1.0,0.0,0.5,1,1,1.0,0.0,1.0,0.0,463.9478040713522,560.8311688311688,0.44156
