ip,duration,trans_protocol,app_protocol,send_bytes,recv_bytes,t_same_main_engine,t_same_server,t_same_server_rate,t_diff_server_rate,t_diff_main_engine_rate,t_same_main_engine_2,t_same_server_2,t_same_server_rate_2,t_diff_server_rate_2,t_diff_main_engine_rate_2,same_main_engine,same_server,same_server_rate,diff_server_rate,same_src_rate,diff_src_rate,std,mean,send_rst_flag_rate,label
192.168.89.10,14229,0,1,419,532,39,57,1.0,0.0,0.32,36,47,1.0,0.0,0.23,39,39,1.0,0.0,0.03,0.97,9376.46478305914,1117.5804195804196,0.27373000000000003,0
192.168.89.10,13930,0,1,419,532,40,58,1.0,0.0,0.31,37,48,1.0,0.0,0.23,40,40,1.0,0.0,0.03,0.97,9376.431190352503,1117.939060939061,0.27373000000000003,0
192.168.89.10,17243,0,1,419,532,41,59,1.0,0.0,0.31,38,49,1.0,0.0,0.22,41,41,1.0,0.0,0.02,0.98,9376.435737861391,1117.8751248751248,0.27373000000000003,0
192.168.89.10,10588,0,1,419,532,42,60,1.0,0.0,0.3,39,50,1.0,0.0,0.22,42,42,1.0,0.0,0.02,0.98,9376.440284932112,1117.811188811189,0.27373000000000003,1
192.168.89.10,13867,0,1,419,532,43,61,1.0,0.0,0.3,40,51,1.0,0.0,0.22,43,43,1.0,0.0,0.02,0.98,9376.449002105644,1117.6823176823177,0.27473000000000003,0
192.168.89.10,10457,0,1,419,531,44,62,1.0,0.0,0.29,41,52,1.0,0.0,0.21,44,44,1.0,0.0,0.02,0.98,9376.453547855215,1117.6183816183816,0.27473000000000003,1
192.168.89.10,13341,0,1,419,532,45,63,1.0,0.0,0.29,42,53,1.0,0.0,0.21,45,45,1.0,0.0,0.02,0.98,9376.45809316662,1117.5544455544457,0.27473000000000003,0
192.168.89.10,16850,0,1,483,531,46,64,1.0,0.0,0.28,43,54,1.0,0.0,0.2,46,46,1.0,0.0,0.02,0.98,9376.468527177683,1116.4675324675322,0.27571999999999997,0
192.168.89.10,16127,0,1,419,532,47,65,1.0,0.0,0.28,44,55,1.0,0.0,0.2,47,47,1.0,0.0,0.02,0.98,9376.483987361335,1115.3296703296703,0.27671999999999997,0
192.168.89.10,16358,0,1,419,532,48,66,1.0,0.0,0.27,45,56,1.0,0.0,0.2,48,48,1.0,0.0,0.02,0.98,9376.492549312077,1115.2027972027972,0.27771999999999997,0
192.168.89.10,13277,0,1,419,532,49,67,1.0,0.0,0.27,46,57,1.0,0.0,0.19,49,49,1.0,0.0,0.02,0.98,9376.497078133283,1115.1388611388609,0.27771999999999997,0
192.168.89.10,113765,0,1,419,532,50,68,1.0,0.0,0.26,47,58,1.0,0.0,0.19,50,50,1.0,0.0,0.02,0.98,9376.501606516344,1115.074925074925,0.27771999999999997,0
192.168.89.10,113542,0,1,419,532,51,69,1.0,0.0,0.26,48,59,1.0,0.0,0.19,51,51,1.0,0.0,0.02,0.98,9376.505387309186,1115.021978021978,0.27771999999999997,0
192.168.89.10,15832,0,1,419,532,52,70,1.0,0.0,0.26,49,60,1.0,0.0,0.18,52,52,1.0,0.0,0.02,0.98,9376.514005635428,1114.894105894106,0.27871999999999997,0
192.168.89.10,114064,0,1,419,532,53,71,1.0,0.0,0.25,50,61,1.0,0.0,0.18,53,53,1.0,0.0,0.02,0.98,9376.522682647972,1114.7652347652347,0.27971999999999997,0
192.168.89.10,157335,0,1,419,532,54,72,1.0,0.0,0.25,51,62,1.0,0.0,0.18,54,54,1.0,0.0,0.02,0.98,9376.534680013105,1114.5784215784217,0.28071999999999997,0
192.168.89.10,157138,0,1,419,532,55,73,1.0,0.0,0.25,52,63,1.0,0.0,0.17,55,55,1.0,0.0,0.02,0.98,9376.54329226344,1114.4505494505497,0.28171999999999997,0
192.168.89.10,145567,0,1,419,532,56,74,1.0,0.0,0.24,53,64,1.0,0.0,0.17,56,56,1.0,0.0,0.02,0.98,9376.551963152653,1114.3216783216783,0.28271999999999997,0
192.168.89.10,145305,0,1,419,532,57,75,1.0,0.0,0.24,54,65,1.0,0.0,0.17,57,57,1.0,0.0,0.02,0.98,9376.569721601827,1114.0139860139861,0.28371999999999997,0
192.168.89.10,154582,0,1,419,532,58,76,1.0,0.0,0.24,55,66,1.0,0.0,0.17,58,58,1.0,0.0,0.02,0.98,9376.58755210813,1113.7042957042956,0.28472,0
192.168.89.10,145142,0,1,419,531,59,77,1.0,0.0,0.23,56,67,1.0,0.0,0.16,59,59,1.0,0.0,0.02,0.98,9376.605249009815,1113.3976023976024,0.28570999999999996,0
192.168.89.10,154353,0,1,419,532,60,78,1.0,0.0,0.23,57,68,1.0,0.0,0.16,60,60,1.0,0.0,0.02,0.98,9376.622894552056,1113.0919080919082,0.28670999999999996,0
192.168.89.10,159367,0,1,419,532,61,79,1.0,0.0,0.23,58,69,1.0,0.0,0.16,61,61,1.0,0.0,0.02,0.98,9376.63154669468,1112.963036963037,0.28770999999999997,0
192.168.89.10,156646,0,1,483,532,62,80,1.0,0.0,0.22,59,70,1.0,0.0,0.16,62,62,1.0,0.0,0.02,0.98,9376.635684020977,1112.898101898102,0.28870999999999997,0
192.168.89.10,149241,0,1,483,532,63,81,1.0,0.0,0.22,60,71,1.0,0.0,0.15,63,63,1.0,0.0,0.02,0.98,9376.63982089576,1112.8331668331668,0.28970999999999997,0
192.168.89.10,157205,0,1,419,532,64,82,1.0,0.0,0.22,61,72,1.0,0.0,0.15,64,64,1.0,0.0,0.02,0.98,9376.648409248972,1112.7052947052948,0.29070999999999997,0
192.168.89.10,155698,0,1,419,532,65,83,1.0,0.0,0.22,62,73,1.0,0.0,0.15,65,65,1.0,0.0,0.02,0.98,9376.657056054502,1112.5764235764236,0.29170999999999997,0
192.168.89.10,25766,0,1,419,532,66,84,1.0,0.0,0.21,63,74,1.0,0.0,0.15,66,66,1.0,0.0,0.02,0.98,9376.665701080883,1112.4475524475524,0.29270999999999997,0
192.168.89.10,156090,0,1,419,532,67,85,1.0,0.0,0.21,64,75,1.0,0.0,0.15,67,67,1.0,0.0,0.01,0.99,9376.674344328116,1112.3186813186812,0.29370999999999997,0
192.168.89.10,156776,0,1,419,532,68,86,1.0,0.0,0.21,65,76,1.0,0.0,0.14,68,68,1.0,0.0,0.01,0.99,9376.6829857962,1112.1898101898103,0.29470999999999997,0
192.168.89.10,28290,0,1,419,532,69,87,1.0,0.0,0.21,66,77,1.0,0.0,0.14,69,69,1.0,0.0,0.01,0.99,9376.691625485148,1112.060939060939,0.2957,0
192.168.89.10,152877,0,1,419,532,70,88,1.0,0.0,0.2,67,78,1.0,0.0,0.14,70,70,1.0,0.0,0.01,0.99,9376.700263394958,1111.932067932068,0.2967,0
192.168.89.10,143402,0,1,419,531,71,89,1.0,0.0,0.2,68,79,1.0,0.0,0.14,71,71,1.0,0.0,0.01,0.99,9376.708899525638,1111.8031968031971,0.2977,0
192.168.89.10,25963,0,1,419,532,72,90,1.0,0.0,0.2,69,80,1.0,0.0,0.14,72,72,1.0,0.0,0.01,0.99,9373.356120735987,1103.1608391608393,0.2987,0
192.168.89.10,25538,0,1,419,531,73,91,1.0,0.0,0.2,70,81,1.0,0.0,0.14,73,73,1.0,0.0,0.01,0.99,9373.364639355212,1103.0319680319678,0.2997,0
192.168.89.10,24555,0,1,419,532,74,92,1.0,0.0,0.2,71,82,1.0,0.0,0.13,74,74,1.0,0.0,0.01,0.99,9373.3731561949,1102.9030969030969,0.3007,0
192.168.89.10,25374,0,1,419,532,75,93,1.0,0.0,0.19,72,83,1.0,0.0,0.13,75,75,1.0,0.0,0.01,0.99,9373.381671255043,1102.7742257742257,0.3017,0
192.168.89.10,154189,0,1,419,532,76,94,1.0,0.0,0.19,73,84,1.0,0.0,0.13,76,76,1.0,0.0,0.01,0.99,9373.390184535656,1102.6453546453547,0.3027,0
192.168.89.10,23406,0,1,419,532,77,95,1.0,0.0,0.19,74,85,1.0,0.0,0.13,77,77,1.0,0.0,0.01,0.99,9373.411679016179,1102.2147852147853,0.3037,0
192.168.89.10,17833,0,1,483,531,78,96,1.0,0.0,0.19,75,83,1.0,0.0,0.1,78,78,1.0,0.0,0.01,0.99,9373.41574330434,1102.1498501498504,0.3047,0
192.168.89.10,17671,0,1,483,532,79,97,1.0,0.0,0.19,76,84,1.0,0.0,0.1,79,79,1.0,0.0,0.01,0.99,9373.435922442566,1101.4665334665337,0.30569,0
192.168.89.10,1014520,0,1,419,532,80,98,1.0,0.0,0.18,77,85,1.0,0.0,0.09,80,80,1.0,0.0,0.01,0.99,9373.44441769505,1101.3376623376623,0.30669,0
192.168.93.30,4313873,0,1,547,2211,17,99,1.0,0.0,0.83,7,86,1.0,0.0,0.92,17,17,1.0,0.0,0.06,0.94,9373.44278364624,1101.3646353646352,0.30669,0
192.168.89.10,9867480,0,1,548,2212,81,100,1.0,0.0,0.19,77,86,1.0,0.0,0.1,81,81,1.0,0.0,0.01,0.99,9373.44278364624,1101.3646353646352,0.30669,0
192.168.89.10,9030517,0,1,484,2212,82,101,1.0,0.0,0.19,78,87,1.0,0.0,0.1,82,82,1.0,0.0,0.01,0.99,9373.446776187697,1101.3006993006993,0.30669,0
192.168.89.10,103656,0,1,483,531,83,101,1.0,0.0,0.18,79,88,1.0,0.0,0.1,83,83,1.0,0.0,0.01,0.99,9373.446776187697,1101.3006993006993,0.30669,0
39.156.66.18,78864,0,1,520,417,1,102,1.0,0.0,0.99,1,89,1.0,0.0,0.99,1,1,1.0,0.0,1.0,0.0,9373.448410051828,1101.2737262737262,0.30669,0
192.168.89.22,163713,0,1,472,527,2,103,1.0,0.0,0.98,2,89,1.0,0.0,0.98,2,2,1.0,0.0,0.5,0.5,9373.453199006286,1101.1978021978025,0.30769,0
192.168.89.10,9611057,0,1,548,2212,83,101,1.0,0.0,0.18,79,89,1.0,0.0,0.11,83,83,1.0,0.0,0.01,0.99,9373.453199006286,1101.1978021978025,0.30769,0
192.168.93.30,6290874,0,1,547,2211,15,102,1.0,0.0,0.85,7,90,1.0,0.0,0.92,13,13,1.0,0.0,0.08,0.92,9373.453258018068,1101.1968031968029,0.30769,0
192.168.89.10,8778590,0,1,548,2211,84,102,1.0,0.0,0.18,80,91,1.0,0.0,0.12,84,84,1.0,0.0,0.01,0.99,9373.453258018068,1101.1968031968029,0.30769,0
192.168.89.10,13673,0,1,483,531,85,103,1.0,0.0,0.17,81,92,1.0,0.0,0.12,84,84,1.0,0.0,0.01,0.99,9373.423146008414,1101.5514485514486,0.30769,0
192.168.89.10,8745939,0,1,548,2211,86,104,1.0,0.0,0.17,82,93,1.0,0.0,0.12,85,85,1.0,0.0,0.01,0.99,9373.423146008414,1101.5514485514486,0.30769,0
192.168.89.10,94771,0,1,483,531,87,105,1.0,0.0,0.17,83,94,1.0,0.0,0.12,85,85,1.0,0.0,0.01,0.99,9373.393020483903,1101.9060939060942,0.30769,0
192.168.89.10,79527,0,1,483,531,88,106,1.0,0.0,0.17,83,94,1.0,0.0,0.12,86,86,1.0,0.0,0.01,0.99,9373.39708264167,1101.8411588411589,0.30869,0
192.168.93.30,29680,0,1,546,595,15,107,1.0,0.0,0.86,8,95,1.0,0.0,0.92,10,10,1.0,0.0,0.1,0.9,9373.397141828951,1101.84015984016,0.30869,0
192.168.93.30,5284781,0,1,547,2211,16,108,1.0,0.0,0.85,9,96,1.0,0.0,0.91,10,10,1.0,0.0,0.1,0.9,9373.393138765672,1101.9040959040958,0.30769,0
192.168.89.10,5167299,0,1,484,2212,89,109,1.0,0.0,0.18,84,97,1.0,0.0,0.13,86,86,1.0,0.0,0.01,0.99,9373.397135007936,1101.84015984016,0.30769,0
192.168.89.10,4310081,0,1,484,2211,89,107,1.0,0.0,0.17,75,83,1.0,0.0,0.1,87,87,1.0,0.0,0.01,0.99,9373.397069106224,1101.8411588411589,0.30669,0
192.168.89.10,8298002,0,1,548,2212,90,108,1.0,0.0,0.17,73,81,1.0,0.0,0.1,87,87,1.0,0.0,0.01,0.99,9373.397069106222,1101.8411588411589,0.30669,0
192.168.89.10,8269644,0,1,548,2211,91,109,1.0,0.0,0.17,67,75,1.0,0.0,0.11,88,88,1.0,0.0,0.01,0.99,9373.397069106222,1101.8411588411589,0.30669,0
192.168.89.10,5362003,0,1,484,2212,92,109,1.0,0.0,0.16,68,76,1.0,0.0,0.11,88,88,1.0,0.0,0.01,0.99,9373.401064917518,1101.7772227772227,0.30669,0
192.168.89.10,5461001,0,1,484,2212,93,110,1.0,0.0,0.15,69,77,1.0,0.0,0.1,88,88,1.0,0.0,0.01,0.99,9373.416522476477,1100.8591408591408,0.30569,0
192.168.89.10,5647277,0,1,548,2212,94,111,1.0,0.0,0.15,70,78,1.0,0.0,0.1,88,88,1.0,0.0,0.01,0.99,9373.411736246413,1100.935064935065,0.3047,0
192.168.89.10,6168380,0,1,548,2211,95,112,1.0,0.0,0.15,71,79,1.0,0.0,0.1,88,88,1.0,0.0,0.01,0.99,9373.41839485018,1099.959040959041,0.3047,0
192.168.93.30,4275201,0,1,547,2211,14,112,1.0,0.0,0.88,6,76,1.0,0.0,0.92,9,9,1.0,0.0,0.11,0.89,9373.418394850185,1099.959040959041,0.3047,0
192.168.89.10,8241879,0,1,548,2212,95,113,1.0,0.0,0.16,69,77,1.0,0.0,0.1,89,89,1.0,0.0,0.01,0.99,9373.414345740171,1100.023976023976,0.3037,0
192.168.89.10,6708672,0,1,484,2211,96,114,1.0,0.0,0.16,70,78,1.0,0.0,0.1,90,90,1.0,0.0,0.01,0.99,9373.414280032142,1100.024975024975,0.3027,0
192.168.89.10,8234732,0,1,548,2211,97,115,1.0,0.0,0.16,69,77,1.0,0.0,0.1,90,90,1.0,0.0,0.01,0.99,9373.391647168415,1100.3266733266732,0.3027,0
192.168.89.10,7731842,0,1,548,2212,98,116,1.0,0.0,0.16,64,72,1.0,0.0,0.11,90,90,1.0,0.0,0.01,0.99,9373.38759550004,1100.3916083916083,0.3017,0
192.168.89.10,9133550,0,1,484,2212,99,117,1.0,0.0,0.15,65,73,1.0,0.0,0.11,90,90,1.0,0.0,0.01,0.99,9373.391522508431,1100.3286713286714,0.3017,0
192.168.89.10,7699941,0,1,548,2211,100,118,1.0,0.0,0.15,66,74,1.0,0.0,0.11,90,90,1.0,0.0,0.01,0.99,9373.368879814754,1100.6303696303696,0.3017,0
192.168.89.10,8581142,0,1,484,2211,101,119,1.0,0.0,0.15,67,74,1.0,0.0,0.09,90,90,1.0,0.0,0.01,0.99,9373.368083497806,1100.6423576423576,0.3007,0
192.168.89.10,9125161,0,1,484,2212,102,120,1.0,0.0,0.15,68,75,1.0,0.0,0.09,91,91,1.0,0.0,0.01,0.99,9373.38550392609,1100.2567432567432,0.3007,0
192.168.89.22,8697914,0,1,537,2207,3,121,1.0,0.0,0.98,2,76,1.0,0.0,0.97,2,2,1.0,0.0,0.5,0.5,9373.382106702862,1100.3106893106892,0.2997,0
192.168.93.30,4282600,0,1,547,2211,15,122,1.0,0.0,0.88,6,77,1.0,0.0,0.92,7,7,1.0,0.0,0.14,0.86,9373.377383823468,1100.3856143856144,0.2987,0
192.168.89.10,8653855,0,1,484,2211,103,123,1.0,0.0,0.16,53,62,1.0,0.0,0.15,90,90,1.0,0.0,0.01,0.99,9373.377318076638,1100.3866133866134,0.2977,0
192.168.89.10,9077922,0,1,484,2212,104,124,1.0,0.0,0.16,54,63,1.0,0.0,0.14,90,90,1.0,0.0,0.01,0.99,9373.35709759149,1100.6413586413587,0.2967,0
192.168.89.10,8157136,0,1,484,2212,105,125,1.0,0.0,0.16,36,45,1.0,0.0,0.2,90,90,1.0,0.0,0.01,0.99,9373.357031817264,1100.6423576423576,0.2957,0
192.168.89.10,8519019,0,1,484,2212,106,126,1.0,0.0,0.16,37,46,1.0,0.0,0.2,90,90,1.0,0.0,0.01,0.99,9373.35696604293,1100.6433566433566,0.29470999999999997,0
192.168.89.10,8091213,0,1,484,2212,107,127,1.0,0.0,0.16,34,43,1.0,0.0,0.21,90,90,1.0,0.0,0.01,0.99,9373.356900268484,1100.6443556443558,0.29370999999999997,0
192.168.89.10,9069625,0,1,484,2212,108,128,1.0,0.0,0.16,35,44,1.0,0.0,0.2,90,90,1.0,0.0,0.01,0.99,9373.356834493932,1100.6453546453547,0.29270999999999997,0
192.168.89.10,8142450,0,1,484,2212,109,129,1.0,0.0,0.16,36,45,1.0,0.0,0.2,90,90,1.0,0.0,0.01,0.99,9373.301415776332,1098.84015984016,0.29270999999999997,0
192.168.89.10,8177856,0,1,548,2212,110,130,1.0,0.0,0.15,37,46,1.0,0.0,0.2,90,90,1.0,0.0,0.01,0.99,9373.301298146513,1098.8421578421578,0.29270999999999997,0
192.168.89.10,8117604,0,1,484,2212,111,131,1.0,0.0,0.15,38,47,1.0,0.0,0.19,90,90,1.0,0.0,0.01,0.99,9373.30123256365,1098.8431568431567,0.29170999999999997,0
192.168.89.10,8117077,0,1,548,2212,112,131,1.0,0.0,0.15,38,47,1.0,0.0,0.19,90,90,1.0,0.0,0.01,0.99,9373.309735647372,1097.915084915085,0.29170999999999997,0
192.168.89.10,8107735,0,1,548,2212,113,132,1.0,0.0,0.14,39,48,1.0,0.0,0.19,90,90,1.0,0.0,0.01,0.99,9373.289934875336,1098.1858141858143,0.29170999999999997,0
192.168.89.10,8955840,0,1,548,2212,114,133,1.0,0.0,0.14,40,49,1.0,0.0,0.18,90,90,1.0,0.0,0.01,0.99,9373.285170234714,1098.2617382617382,0.29070999999999997,0
192.168.89.10,8641593,0,1,484,2212,115,132,1.0,0.0,0.13,39,48,1.0,0.0,0.19,90,90,1.0,0.0,0.01,0.99,9373.266567323672,1098.4995004995005,0.29070999999999997,0
192.168.93.30,4284386,0,1,547,2211,13,133,1.0,0.0,0.9,6,47,1.0,0.0,0.87,8,8,1.0,0.0,0.12,0.88,9373.266508491613,1098.5004995004995,0.29070999999999997,0
192.168.89.10,8782020,0,1,548,2211,115,133,1.0,0.0,0.14,36,45,1.0,0.0,0.2,90,90,1.0,0.0,0.01,0.99,9373.266508491613,1098.5004995004995,0.29070999999999997,0
192.168.89.10,8520846,0,1,548,2211,115,132,1.0,0.0,0.13,36,42,1.0,0.0,0.14,90,90,1.0,0.0,0.01,0.99,9373.266508491613,1098.5004995004995,0.29070999999999997,0
192.168.93.30,5285205,0,1,547,2211,13,133,1.0,0.0,0.9,6,39,1.0,0.0,0.85,9,9,1.0,0.0,0.11,0.89,9373.266567217092,1098.4995004995005,0.29070999999999997,0
192.168.89.10,7684147,0,1,548,2211,115,133,1.0,0.0,0.14,33,40,1.0,0.0,0.18,89,89,1.0,0.0,0.01,0.99,9373.241948357807,1097.076923076923,0.29070999999999997,0
192.168.89.10,8560512,0,1,484,2211,116,134,1.0,0.0,0.13,33,40,1.0,0.0,0.18,89,89,1.0,0.0,0.01,0.99,9373.245911737795,1097.012987012987,0.29070999999999997,0
192.168.89.10,8482066,0,1,484,2211,117,135,1.0,0.0,0.13,34,41,1.0,0.0,0.17,89,89,1.0,0.0,0.01,0.99,9373.249874679988,1096.9490509490508,0.29070999999999997,0
192.168.89.10,8393914,0,1,484,2212,118,136,1.0,0.0,0.13,35,42,1.0,0.0,0.17,89,89,1.0,0.0,0.01,0.99,9373.253837184393,1096.885114885115,0.29070999999999997,0
192.168.89.10,7574919,0,1,548,2212,119,137,1.0,0.0,0.13,36,43,1.0,0.0,0.16,89,89,1.0,0.0,0.01,0.99,9373.253837184393,1096.885114885115,0.29070999999999997,0
192.168.89.10,8532254,0,1,548,2211,120,138,1.0,0.0,0.13,37,44,1.0,0.0,0.16,89,89,1.0,0.0,0.01,0.99,9373.253837184393,1096.885114885115,0.29070999999999997,0
192.168.89.22,10122704,0,1,537,2207,4,139,1.0,0.0,0.97,2,45,1.0,0.0,0.96,3,3,1.0,0.0,0.33,0.67,9373.25448712769,1096.8741258741259,0.29070999999999997,0
192.168.89.10,8156213,0,1,484,2212,121,140,1.0,0.0,0.14,38,45,1.0,0.0,0.16,89,89,1.0,0.0,0.01,0.99,9373.258449119072,1096.8101898101897,0.29070999999999997,0
192.168.89.10,8124317,0,1,548,2212,122,141,1.0,0.0,0.13,39,46,1.0,0.0,0.15,89,89,1.0,0.0,0.01,0.99,9373.258449119072,1096.8101898101897,0.29070999999999997,0
192.168.89.10,8329434,0,1,548,2212,123,142,1.0,0.0,0.13,40,47,1.0,0.0,0.15,89,89,1.0,0.0,0.01,0.99,9373.25844911907,1096.8101898101897,0.29070999999999997,0
192.168.89.10,8531175,0,1,548,2211,124,143,1.0,0.0,0.13,41,48,1.0,0.0,0.15,89,89,1.0,0.0,0.01,0.99,9373.23248999563,1097.1488511488512,0.29070999999999997,0
192.168.89.10,8123889,0,1,548,2212,125,144,1.0,0.0,0.13,42,49,1.0,0.0,0.14,89,89,1.0,0.0,0.01,0.99,9373.232431413891,1097.1498501498504,0.29070999999999997,0
192.168.93.30,5295556,0,1,547,2211,14,145,1.0,0.0,0.9,6,50,1.0,0.0,0.88,9,9,1.0,0.0,0.11,0.89,9373.23248999563,1097.1488511488512,0.29070999999999997,0
192.168.89.10,8397061,0,1,484,2211,126,146,1.0,0.0,0.14,43,50,1.0,0.0,0.14,88,88,1.0,0.0,0.01,0.99,9373.236453870246,1097.084915084915,0.29070999999999997,0
192.168.89.10,7520928,0,1,548,2212,127,147,1.0,0.0,0.14,44,51,1.0,0.0,0.14,88,88,1.0,0.0,0.01,0.99,9373.249911781008,1096.316683316683,0.29070999999999997,0
192.168.89.10,7564823,0,1,484,2212,128,148,1.0,0.0,0.14,45,52,1.0,0.0,0.13,88,88,1.0,0.0,0.01,0.99,9373.253869971944,1096.2527472527472,0.29070999999999997,0
192.168.89.10,8278849,0,1,484,2212,129,149,1.0,0.0,0.13,46,53,1.0,0.0,0.13,88,88,1.0,0.0,0.01,0.99,9373.25782772509,1096.188811188811,0.29070999999999997,0
192.168.89.10,8400047,0,1,484,2211,130,150,1.0,0.0,0.13,47,54,1.0,0.0,0.13,88,88,1.0,0.0,0.01,0.99,9373.261726568033,1096.1258741258741,0.29070999999999997,0
192.168.89.10,8475247,0,1,484,2212,131,151,1.0,0.0,0.13,48,55,1.0,0.0,0.13,88,88,1.0,0.0,0.01,0.99,9373.265683452446,1096.061938061938,0.29070999999999997,0
192.168.89.10,7589214,0,1,484,2212,132,152,1.0,0.0,0.13,49,56,1.0,0.0,0.12,88,88,1.0,0.0,0.01,0.99,9373.243710151497,1096.3366633366634,0.29070999999999997,0
192.168.89.10,7589081,0,1,548,2211,133,153,1.0,0.0,0.13,50,57,1.0,0.0,0.12,88,88,1.0,0.0,0.01,0.99,9373.217768096096,1096.6753246753246,0.29070999999999997,0
192.168.89.10,8356971,0,1,548,2211,131,150,1.0,0.0,0.13,50,57,1.0,0.0,0.12,88,88,1.0,0.0,0.01,0.99,9373.19181373278,1097.0139860139861,0.29070999999999997,0
192.168.89.10,8315504,0,1,484,2211,132,150,1.0,0.0,0.12,51,58,1.0,0.0,0.12,88,88,1.0,0.0,0.01,0.99,9373.211803339662,1096.4195804195804,0.29070999999999997,0
192.168.89.10,8312581,0,1,548,2212,133,151,1.0,0.0,0.12,52,59,1.0,0.0,0.12,88,88,1.0,0.0,0.01,0.99,9373.227757469176,1095.905094905095,0.29070999999999997,0
192.168.89.10,7495718,0,1,484,2211,134,152,1.0,0.0,0.12,53,60,1.0,0.0,0.12,88,88,1.0,0.0,0.01,0.99,9373.211270002525,1096.11988011988,0.29070999999999997,0
192.168.89.10,7495521,0,1,484,2212,135,153,1.0,0.0,0.12,54,61,1.0,0.0,0.11,88,88,1.0,0.0,0.01,0.99,9373.198804107249,1096.2877122877123,0.29070999999999997,0
192.168.89.10,8310352,0,1,484,2212,136,154,1.0,0.0,0.12,55,62,1.0,0.0,0.11,88,88,1.0,0.0,0.01,0.99,9373.20353284315,1095.142857142857,0.29070999999999997,0
192.168.89.10,8310053,0,1,548,2211,132,149,1.0,0.0,0.11,56,63,1.0,0.0,0.11,88,88,1.0,0.0,0.01,0.99,9373.21506396608,1094.3096903096905,0.28970999999999997,0
192.168.93.30,5267593,0,1,547,2211,12,150,1.0,0.0,0.92,6,64,1.0,0.0,0.91,10,10,1.0,0.0,0.1,0.9,9373.213051631046,1093.1838161838161,0.28970999999999997,0
192.168.89.10,7309087,0,1,548,2211,127,143,1.0,0.0,0.11,55,63,1.0,0.0,0.13,87,87,1.0,0.0,0.01,0.99,9373.173958199035,1093.6533466533467,0.28870999999999997,0
192.168.89.10,7918103,0,1,548,2211,66,79,1.0,0.0,0.16,30,34,1.0,0.0,0.12,87,87,1.0,0.0,0.01,0.99,9373.169230213127,1093.7292707292706,0.28770999999999997,0
192.168.89.10,7017646,0,1,484,2212,66,78,1.0,0.0,0.15,30,34,1.0,0.0,0.12,87,87,1.0,0.0,0.01,0.99,9373.147325056128,1094.003996003996,0.28770999999999997,0
192.168.89.10,7866175,0,1,548,2212,67,79,1.0,0.0,0.15,31,35,1.0,0.0,0.11,87,87,1.0,0.0,0.01,0.99,9373.142594216462,1094.0799200799202,0.28670999999999996,0
192.168.89.10,7867617,0,1,548,2212,68,80,1.0,0.0,0.15,32,36,1.0,0.0,0.11,87,87,1.0,0.0,0.01,0.99,9373.111582004658,1094.4715284715282,0.28570999999999996,0
192.168.89.10,7730130,0,1,484,2212,69,81,1.0,0.0,0.15,33,37,1.0,0.0,0.11,87,87,1.0,0.0,0.01,0.99,9373.104994542913,1094.5654345654343,0.28472,0
192.168.89.10,7810643,0,1,548,2211,70,81,1.0,0.0,0.14,34,38,1.0,0.0,0.11,87,87,1.0,0.0,0.01,0.99,9373.07911610035,1094.9040959040958,0.28371999999999997,0
192.168.89.10,6820099,0,1,548,2211,70,81,1.0,0.0,0.14,35,39,1.0,0.0,0.1,87,87,1.0,0.0,0.01,0.99,9373.08018840388,1093.8311688311687,0.28371999999999997,0
192.168.89.10,7417683,0,1,548,2211,67,77,1.0,0.0,0.13,35,38,1.0,0.0,0.08,87,87,1.0,0.0,0.01,0.99,9373.08125049224,1092.7602397602398,0.28371999999999997,0
192.168.93.30,5144422,0,1,547,2211,7,75,1.0,0.0,0.91,2,26,1.0,0.0,0.92,11,11,1.0,0.0,0.09,0.91,9373.084879256474,1091.7372627372627,0.28371999999999997,0
192.168.89.10,7400864,0,1,548,2211,66,75,1.0,0.0,0.12,11,13,1.0,0.0,0.15,86,86,1.0,0.0,0.01,0.99,9373.080166746346,1091.8131868131868,0.28271999999999997,0
192.168.89.10,6313253,0,1,484,2211,67,76,1.0,0.0,0.12,11,12,1.0,0.0,0.08,86,86,1.0,0.0,0.01,0.99,9373.07957938831,1091.8221778221778,0.28271999999999997,0
192.168.89.10,7038459,0,1,484,2212,68,77,1.0,0.0,0.12,12,13,1.0,0.0,0.08,86,86,1.0,0.0,0.01,0.99,9373.078794312312,1091.8341658341658,0.28171999999999997,0
192.168.89.10,7174046,0,1,484,2212,69,78,1.0,0.0,0.12,13,14,1.0,0.0,0.07,86,86,1.0,0.0,0.01,0.99,9373.08260587366,1091.7722277722278,0.28171999999999997,0
192.168.89.10,7013645,0,1,548,2211,70,79,1.0,0.0,0.11,14,15,1.0,0.0,0.07,86,86,1.0,0.0,0.01,0.99,9373.077893079162,1091.848151848152,0.28071999999999997,0
192.168.89.10,6995087,0,1,548,2211,71,80,1.0,0.0,0.11,15,16,1.0,0.0,0.06,86,86,1.0,0.0,0.01,0.99,9373.082169580252,1090.8421578421578,0.27971999999999997,0
192.168.89.10,6274308,0,1,484,2212,72,81,1.0,0.0,0.11,16,17,1.0,0.0,0.06,86,86,1.0,0.0,0.01,0.99,9373.096589905435,1089.925074925075,0.27971999999999997,0
